"date","book_title","author","publisher","category","this_week_position","last_week_position","total_weeks","full_text"
2025-10-26,"THE DAMNED","Harper L Woods","Bramble.","Fiction",14,NA,1,"14       THE DAMNED, by Harper L. Woods. (Bramble.) The third book in the Coven of                --       1 Bones series. Beelzebub is put under a spell that makes him forbidden to touch."
2025-10-26,"ONYX STORM","Rebecca Yarros","Red Tower.","Fiction",15,10,37,"15       ONYX STORM, by Rebecca Yarros. (Red Tower.) The third book in the Empyrean               10       37 series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies. Hawes Publications                                                                                    www.hawes.com"
2025-10-26,"LAST RITES","Ozzy Osbourne with Chris Ayres","Grand Central.","Nonfiction",1,NA,1,"1       LAST RITES, by Ozzy Osbourne with Chris Ayres. (Grand Central.) The late              --           1 heavy metal icon charts his health difficulties and his return for the Back to the Beginning concert."
2025-10-26,"107 DAYS","Kamala Harris","Simon & Schuster.","Nonfiction",2,1,3,"2       107 DAYS, by Kamala Harris. (Simon & Schuster.) The former vice president             1            3 recounts her abbreviated campaign to become president in 2024."
2025-10-26,"HOW TO TEST NEGATIVE FOR STUPID","John Kennedy","Broadside.","Nonfiction",3,NA,1,"3       HOW TO TEST NEGATIVE FOR STUPID, by John Kennedy. (Broadside.) The                    --           1 Republican senator from Louisiana shares stories about politics in Washington, D.C., and in his home state."
2025-10-26,"HOSTAGE","Eli Sharabi","Harper Influence.","Nonfiction",4,NA,1,"4       HOSTAGE, by Eli Sharabi. (Harper Influence.) Sharabi, who spent 491 days in           --           1 Hamas captivity, recounts his story of survival."
2025-10-26,"POEMS & PRAYERS","Matthew McConaughey","Crown.","Nonfiction",5,2,4,"5       POEMS & PRAYERS, by Matthew McConaughey. (Crown.) The actor and author                2            4 of “Greenlights” explores elements of belief and reason that make up our lives."
2025-10-26,"THE GALES OF NOVEMBER","John U Bacon","Liveright.","Nonfiction",6,NA,1,"6       THE GALES OF NOVEMBER, by John U. Bacon. (Liveright.) An account of the               --           1 sinking of the Edmund Fitzgerald, an American Great Lakes freighter, 50 years ago."
2025-10-26,"DEAR NEW YORK","Brandon Stanton","St. Martin's.","Nonfiction",7,NA,1,"7       DEAR NEW YORK, by Brandon Stanton. (St. Martin's.) The photographer and               --           1 author of “Humans of New York” highlights people and places in the five boroughs of New York City."
2025-10-26,"TOLD YOU SO","Mayci Neeley","Simon & Schuster.","Nonfiction",8,NA,1,"8       TOLD YOU SO, by Mayci Neeley. (Simon & Schuster.) The star of “The Secret             --           1 Lives of Mormon Wives” describes how she grew up Mormon and challenges she faced as an adult."
2025-10-26,"CONFRONTING EVIL","Bill O'Reilly and Josh Hammer","St. Martin's.","Nonfiction",9,5,5,"9       CONFRONTING EVIL, by Bill O'Reilly and Josh Hammer. (St. Martin's.) O'Reilly          5            5 and Hammer profile some of history’s nefarious characters."
2025-10-26,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",10,6,81,"10       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author               6            81 of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-10-26,"MISUNDERSTOOD","Allen Iverson with Ray Beauchamp","Gallery/13A.","Nonfiction",11,NA,1,"11       MISUNDERSTOOD, by Allen Iverson with Ray Beauchamp. (Gallery/13A.) The                --           1 N.B.A. All-Star details his childhood, professional career and ways he impacted our culture."
2025-10-26,"IN THE NAME OF FREEDOM","Enes Kanter Freedom","Threshold Editions.","Nonfiction",12,NA,1,"12       IN THE NAME OF FREEDOM, by Enes Kanter Freedom. (Threshold Editions.)                 --           1 The Turkish and American former professional basketball player describes his time on the court and advocating for human rights."
2025-10-26,"TRULY","Lionel Richie","HarperOne.","Nonfiction",13,3,2,"13       TRULY, by Lionel Richie. (HarperOne.) The multiple award-winning musician             3            2 shares moments from his early years, his time with the Commodores and other professional highlights."
2025-10-26,"AWAKE","Jen Hatmaker","Avid Reader.","Nonfiction",14,7,3,"14       AWAKE, by Jen Hatmaker. (Avid Reader.) The host of the ""For the Love"" podcast         7            3 describes major shifts in her life after her marriage of 26 years ended."
2025-10-26,"BLACK AF HISTORY","Michael Harriot","Dey Street.","Nonfiction",15,13,20,"15       BLACK AF HISTORY, by Michael Harriot. (Dey Street.) A columnist at                    13           20 TheGrio.com articulates moments in American history that center the perspectives and experiences of Black Americans. Hawes Publications                                                                                     www.hawes.com"
2025-11-02,"REMAIN","Nicholas Sparks with M Night Shyamalan","Random House.","Fiction",1,NA,1,"1       REMAIN, by Nicholas Sparks with M. Night Shyamalan. (Random House.) A New               --           1 York architect moves to Cape Cod, where he enters a relationship that brings up a lot of questions."
2025-11-02,"GONE BEFORE GOODBYE","Reese Witherspoon and Harlan Coben","Grand Central.","Fiction",2,NA,1,"2       GONE BEFORE GOODBYE, by Reese Witherspoon and Harlan Coben. (Grand                      --           1 Central.) When a mysterious man disappears, the former combat surgeon giving him medical assistance goes on the lam."
2025-11-02,"THE SECRET OF SECRETS","Dan Brown","Doubleday.","Fiction",3,2,6,"3       THE SECRET OF SECRETS, by Dan Brown. (Doubleday.) As he searches for the                2            6 missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-11-02,"THE INTRUDER","Freida McFadden","Poisoned Pen.","Fiction",4,1,2,"4       THE INTRUDER, by Freida McFadden. (Poisoned Pen.) During a rough storm,                 1            2 Casey puts herself in danger when she lets a girl, who is covered in blood, into her cabin."
2025-11-02,"ALCHEMISED","SenLinYu","Del Rey.","Fiction",5,5,4,"5       ALCHEMISED, by SenLinYu. (Del Rey.) After the war, an imprisoned alchemist is           5            4 sent to a necromancer to recover her lost memories."
2025-11-02,"RED RISING","Pierce Brown","Del Rey.","Fiction",6,NA,1,"6       RED RISING, by Pierce Brown. (Del Rey.) Darrow, a member of the lowest rung of          --           1 a society on Mars in the future, mixes in with humanity’s overlords in the hopes of taking them down."
2025-11-02,"TWICE","Mitch Albom","Harper.","Fiction",7,4,2,"7       TWICE, by Mitch Albom. (Harper.) Alfie Logan, who was gifted with the ability to        4            2 live any moment a second time but must accept the outcomes, makes a risky love decision."
2025-11-02,"LIGHTS OUT","Navessa Allen","Slowburn.","Fiction",8,NA,1,"8       LIGHTS OUT, by Navessa Allen. (Slowburn.) As Aly and Josh live out their dark           --           1 fantasies, someone with sinister intentions impinges on them."
2025-11-02,"THE PICASSO HEIST","James Patterson and Howard Roughan","Little, Brown.","Fiction",9,NA,1,"9       THE PICASSO HEIST, by James Patterson and Howard Roughan. (Little, Brown.)              --           1 A recently discovered $100 million painting piques the interest of a variety of people."
2025-11-02,"THE ACADEMY","Elin Hilderbrand and Shelby Cunningham","Little, Brown.","Fiction",10,13,5,"10       THE ACADEMY, by Elin Hilderbrand and Shelby Cunningham. (Little, Brown.)                13           5 Harmful rumors cause trouble for the students and staff at a New England boarding school."
2025-11-02,"DUNGEON CRAWLER CARL","Matt Dinniman","Ace.","Fiction",11,NA,5,"11       DUNGEON CRAWLER CARL, by Matt Dinniman. (Ace.) A Coast Guard vet named                  --           5 Carl and his ex-girlfriend’s cat, Princess Donut, are trapped in a fantasy dungeon."
2025-11-02,"FOURTH WING","Rebecca Yarros","Red Tower.","Fiction",12,10,97,"12       FOURTH WING, by Rebecca Yarros. (Red Tower.) Violet Sorrengail is urged by              10           97 the commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-11-02,"BOLEYN TRAITOR","Philippa Gregory","Morrow.","Fiction",13,NA,1,"13       BOLEYN TRAITOR, by Philippa Gregory. (Morrow.) Jane Boleyn employs multiple             --           1 tactics to survive in the Tudor court."
2025-11-02,"CRY HAVOC","Jack Carr","Atria/Emily Bestler.","Fiction",14,3,2,"14       CRY HAVOC, by Jack Carr. (Atria/Emily Bestler.) During a time of war and civil          3            2 unrest in 1968, the Navy SEAL Tom Reece is given an unofficial and dangerous mission."
2025-11-02,"STAR WARS: REVENGE OF THE SITH: EPISODE III","Matthew Stover","Random House Worlds.","Fiction",15,NA,1,"15       STAR WARS: REVENGE OF THE SITH: EPISODE III, by Matthew Stover.                         --           1 (Random House Worlds.) A novelization of the final film in George Lucas’s ""Star Wars"" prequel trilogy. Hawes Publications                                                                                       www.hawes.com"
2025-11-02,"UNDER SIEGE","Eric Trump","Threshold Editions.","Nonfiction",1,NA,1,"1       UNDER SIEGE, by Eric Trump. (Threshold Editions.) The executive vice president        --           1 of the Trump Organization shares his belief that attacks on his family are attacks on America."
2025-11-02,"1929","Andrew Ross Sorkin","Viking.","Nonfiction",2,NA,1,"2       1929, by Andrew Ross Sorkin. (Viking.) The New York Times journalist and CNBC         --           1 host looks at the fight between Washington and Wall Street that fueled a historic crash of the stock market."
2025-11-02,"HOW TO TEST NEGATIVE FOR STUPID","John Kennedy","Broadside.","Nonfiction",3,3,2,"3       HOW TO TEST NEGATIVE FOR STUPID, by John Kennedy. (Broadside.) The                    3            2 Republican senator from Louisiana shares stories about politics in Washington, D.C., and in his home state."
2025-11-02,"107 DAYS","Kamala Harris","Simon & Schuster.","Nonfiction",4,2,4,"4       107 DAYS, by Kamala Harris. (Simon & Schuster.) The former vice president             2            4 recounts her abbreviated campaign to become president in 2024."
2025-11-02,"POEMS & PRAYERS","Matthew McConaughey","Crown.","Nonfiction",5,5,5,"5       POEMS & PRAYERS, by Matthew McConaughey. (Crown.) The actor and author                5            5 of “Greenlights” explores elements of belief and reason that make up our lives."
2025-11-02,"LAST RITES","Ozzy Osbourne with Chris Ayres","Grand Central.","Nonfiction",6,1,2,"6       LAST RITES, by Ozzy Osbourne with Chris Ayres. (Grand Central.) The late              1            2 heavy metal icon charts his health difficulties and his return for the Back to the Beginning concert."
2025-11-02,"HOSTAGE","Eli Sharabi","Harper Influence.","Nonfiction",7,4,2,"7       HOSTAGE, by Eli Sharabi. (Harper Influence.) Sharabi, who spent 491 days in           4            2 Hamas captivity, recounts his story of survival."
2025-11-02,"FUTURE BOY","Michael J Fox and Nelle Fortenberry","Flatiron.","Nonfiction",8,NA,1,"8       FUTURE BOY, by Michael J. Fox and Nelle Fortenberry. (Flatiron.) The actor            --           1 recalls simultaneously playing the roles of Alex P. Keaton in “Family Ties” and Marty McFly in “Back to the Future” in 1985."
2025-11-02,"VAGABOND","Tim Curry","Grand Central.","Nonfiction",9,NA,1,"9       VAGABOND, by Tim Curry. (Grand Central.) The Tony Award-nominated actor               --           1 gives insights into the creation of some of his roles on stage and screen."
2025-11-02,"SITTING WITH DOGS","Rocky Kanaka","DK.","Nonfiction",10,NA,1,"10       SITTING WITH DOGS, by Rocky Kanaka. (DK.) The pet rescue advocate shares              --           1 stories of dogs in need finding forever homes."
2025-11-02,"CONFRONTING EVIL","Bill O'Reilly and Josh Hammer","St. Martin's.","Nonfiction",11,9,6,"11       CONFRONTING EVIL, by Bill O'Reilly and Josh Hammer. (St. Martin's.) O'Reilly          9            6 and Hammer profile some of history’s nefarious characters."
2025-11-02,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",12,10,82,"12       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author               10           82 of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-11-02,"BORN LUCKY","Leland Vittert with Don Yaeger","Harper Horizon.","Nonfiction",13,NA,2,"13       BORN LUCKY, by Leland Vittert with Don Yaeger. (Harper Horizon.) The                  --           2 NewsNation host describes how his father helped him navigate living with autism."
